Business,Address,Annual Consumption,Unit,City,Province,Country,Year
PINEWOOD PARK - #902-912 5920 22 AV NE HOUSING,1625 42 ST SW,549,GJ,Calgary,Alberta,Canada,2019
RANCHLANDS GV NW HOUSING,147 RUNDLEMERE RD NE,1968,GJ,Calgary,Alberta,Canada,2019
RANCHLANDS HOUSING PROJECT,3307 SPRUCE DR SW,713,GJ,Calgary,Alberta,Canada,2019
RANCHLANDS WEST HOUSING PROJECT,75 SHAWNESSY DR SW,1586,GJ,Calgary,Alberta,Canada,2019
RENFREW 2,9090 24 ST SE,1570,GJ,Calgary,Alberta,Canada,2019
ROSSCARROCK COMMUNITY HOUSING,36 STRADWICK RI SW,4902,GJ,Calgary,Alberta,Canada,2019
RUNDLEMERE RD NE HOUSING,58 TEMPLEMONT RD NE,4273,GJ,Calgary,Alberta,Canada,2019
SHAGANAPPI VILLAGE,168 ST MORITZ DR SW,21276,GJ,Calgary,Alberta,Canada,2019
SHAWNESSY TERRACE,112 27 AV NW,2643,GJ,Calgary,Alberta,Canada,2019
SOUTH HILL MOBILE HOME PARK,1112 7 AV SW,216,GJ,Calgary,Alberta,Canada,2019
STRATHCONA 1,11 VENTURA LN NE,5396,GJ,Calgary,Alberta,Canada,2019
TEMPLE 1 COMMUNITY HOUSING,12 VENTURA LN NE,3212,GJ,Calgary,Alberta,Canada,2019
TREO AT MONTREUX,22 VENTURA LN NE,14214,GJ,Calgary,Alberta,Canada,2019
TUXEDO GARDEN COURT,23 VENTURA LN NE,1652,GJ,Calgary,Alberta,Canada,2019
UPTOWN APT,249A PENNSYLVANIA RD SE,2447,GJ,Calgary,Alberta,Canada,2019
VENTURA LN NE - 11-21 VENTURA LN NE HOUSING,249B PENNSYLVANIA RD SE,447,GJ,Calgary,Alberta,Canada,2019
VENTURA LN NE - 12-20 VENTURA LN NE HOUSING,249C PENNSYLVANIA RD SE,409,GJ,Calgary,Alberta,Canada,2019
VENTURA LN NE - 22-32 VENTURA LN NE HOUSING,1225 14 AV SW,616,GJ,Calgary,Alberta,Canada,2019
VENTURA LN NE - 23-33 VENTURA LN NE HOUSING,110 WOODMONT CO SW,439,GJ,Calgary,Alberta,Canada,2019
VILLAGE III APARTMENTS - 249B PENNSYLVANIA RD SE HOUSING,1040 WOODVIEW CR SW,4674,GJ,Calgary,Alberta,Canada,2019
WHITE WEATHERFORD PLACE,1225 14 AV SW,4084,GJ,Calgary,Alberta,Canada,2019
WOODBINE HOUSING,110 WOODMONT CO SW,1728,GJ,Calgary,Alberta,Canada,2019
WOODLANDS II,233 WOODRIDGE DR SW,6391,GJ,Calgary,Alberta,Canada,2019
WOODVIEW TERRACE,1040 WOODVIEW CR SW,5796,GJ,Calgary,Alberta,Canada,2019
